RegionName,California,Texas,New York,Florida,Illinois,Pennsylvania,Ohio,Michigan,Georgia,North Carolina,New Jersey,Virginia,Washington,Massachusetts,Indiana,Arizona,Tennessee,Missouri,Maryland,Wisconsin,Minnesota,Colorado,Alabama,South Carolina,Louisiana,Kentucky,Oregon,Oklahoma,Connecticut,Iowa,Mississippi,Arkansas,Kansas,Utah,Nevada,New Mexico,West Virginia,Nebraska,Idaho,Hawaii,Maine,New Hampshire,Rhode Island,Montana,Delaware,South Dakota,Alaska,North Dakota,Vermont,District of Columbia,Wyoming
14-Apr,412351,148756,265982,171766,168379,160443,112588,119380,141188,154047,298362,243480,262682,334305,116779,192411,134625,124711,272947,151833,193364,259215,114412,145061,150122,113529,246448,107288,240708,125293,103732,105252,119579,233141,195921,170896,92302,129999,176490,517158,185717,224501,236392,215247,217231,157862,274247,205444,225260,520242,209667
14-May,412956,149551,266494,172770,168798,160463,112718,120135,141936,154256,299395,243727,263198,335717,117093,192269,134946,125155,272891,151996,194308,260716,114709,145277,150120,113719,247142,107559,239866,125746,103965,105479,119594,233332,196386,170680,92470,130631,176818,519693,186415,224745,237732,215969,218306,158412,274068,206330,225363,522075,210430
14-Jun,413781,150467,266869,173624,169516,160607,112921,120972,142628,154440,299934,244075,264730,336868,117364,192475,135349,125600,273203,152206,194877,262371,115055,145602,150025,114043,248301,107793,239543,126049,104180,105623,119819,233343,196711,170242,92623,131038,177216,524031,187017,225204,238233,216698,219234,158879,273616,207437,225674,522837,211222
14-Jul,415079,151339,267143,174491,170264,160843,113164,121685,143380,154597,300246,244424,265984,337635,117739,192366,135762,126013,273186,152647,195113,264012,115344,146004,149904,114372,249376,108081,239249,126277,104452,105707,120131,233329,197502,169885,92764,131351,177343,527562,187280,225579,237993,217765,220016,159333,274018,208519,225926,524373,212033
14-Aug,415761,152283,267490,175124,170688,161032,113311,122245,144082,154675,300379,244680,267081,338479,118115,192455,136101,126364,273541,152937,195157,265434,115582,146353,150040,114550,250796,108315,238691,126458,104781,105812,120501,233420,198150,169342,92945,131636,177295,530103,187180,226097,237487,218630,220205,159728,275070,210108,226150,525597,212736
14-Sep,417005,153225,267858,175849,171216,161140,113516,122674,144835,154864,300264,244803,267877,338809,118477,192246,136357,126690,273590,153017,195104,267055,115750,146712,150271,114736,252182,108612,237975,126685,105166,105988,120893,233389,198328,169444,93169,131911,177441,530826,187366,226557,237258,219593,220569,160254,276219,211580,226347,525711,213513
14-Oct,418339,154198,268313,176832,171515,161254,113660,123158,145524,155083,300056,245043,269222,339012,118838,192699,136560,126998,273775,153114,195062,268978,115959,147014,150542,114912,253793,109157,237553,126899,105613,106246,121207,234029,199397,169560,93434,132167,177734,531096,187577,227209,237315,220085,220851,160828,277347,213637,226614,524791,214108
14-Nov,420771,155165,268758,177906,172083,161402,113961,123712,146239,155470,299713,245307,270772,339558,119214,193757,136735,127344,273997,153408,195226,271266,116170,147240,151047,115202,255312,109644,237444,127131,106098,106522,121540,234948,200611,170271,93668,132450,178335,532106,187784,228036,237721,220677,221299,161447,277856,214588,226864,525234,214825
14-Dec,422569,156168,269353,178991,172474,161621,114339,124218,146888,155849,299658,245594,272587,341148,119581,194971,137073,127633,274134,153891,195718,273696,116350,147509,151386,115559,256568,110075,237288,127329,106600,106815,121833,235990,203085,170488,93897,132960,179126,533272,187807,228628,238334,221239,221709,161925,278837,215564,227159,525967,215454
15-Jan,424461,157185,269927,179997,172842,161794,114890,124741,147522,156330,299923,245577,274591,343235,119849,195396,137517,127793,274101,154341,196184,276428,116540,147847,151676,116047,257789,110340,237072,127642,107100,107074,122209,237093,204554,170524,94053,133543,179996,535503,187774,229451,238963,221953,222191,162538,279535,216087,227435,524868,216168
